"id","activitydate","totalsteps","calories"
"1503960366","2016-04-12 00:00:00",13162,1985
"1503960366","2016-04-13 00:00:00",10735,1797
"1503960366","2016-04-14 00:00:00",10460,1776
"1503960366","2016-04-15 00:00:00",9762,1745
"1503960366","2016-04-16 00:00:00",12669,1863
"1503960366","2016-04-17 00:00:00",9705,1728
"1503960366","2016-04-18 00:00:00",13019,1921
"1503960366","2016-04-19 00:00:00",15506,2035
"1503960366","2016-04-20 00:00:00",10544,1786
"1503960366","2016-04-21 00:00:00",9819,1775
"1503960366","2016-04-22 00:00:00",12764,1827
"1503960366","2016-04-23 00:00:00",14371,1949
"1503960366","2016-04-24 00:00:00",10039,1788
"1503960366","2016-04-25 00:00:00",15355,2013
"1503960366","2016-04-26 00:00:00",13755,1970
"1503960366","2016-04-27 00:00:00",18134,2159
"1503960366","2016-04-28 00:00:00",13154,1898
"1503960366","2016-04-29 00:00:00",11181,1837
"1503960366","2016-04-30 00:00:00",14673,1947
"1503960366","2016-05-01 00:00:00",10602,1820
"1503960366","2016-05-02 00:00:00",14727,2004
"1503960366","2016-05-03 00:00:00",15103,1990
"1503960366","2016-05-04 00:00:00",11100,1819
"1503960366","2016-05-05 00:00:00",14070,1959
"1503960366","2016-05-06 00:00:00",12159,1896
"1503960366","2016-05-07 00:00:00",11992,1821
"1503960366","2016-05-08 00:00:00",10060,1740
"1503960366","2016-05-09 00:00:00",12022,1819
"1503960366","2016-05-10 00:00:00",12207,1859
"1503960366","2016-05-11 00:00:00",12770,1783
"1503960366","2016-05-12 00:00:00",0,0
"1624580081","2016-04-12 00:00:00",8163,1432
"1624580081","2016-04-13 00:00:00",7007,1411
"1624580081","2016-04-14 00:00:00",9107,1572
"1624580081","2016-04-15 00:00:00",1510,1344
"1624580081","2016-04-16 00:00:00",5370,1463
"1624580081","2016-04-17 00:00:00",6175,1554
"1624580081","2016-04-18 00:00:00",10536,1604
"1624580081","2016-04-19 00:00:00",2916,1435
"1624580081","2016-04-20 00:00:00",4974,1446
"1624580081","2016-04-21 00:00:00",6349,1467
"1624580081","2016-04-22 00:00:00",4026,1470
"1624580081","2016-04-23 00:00:00",8538,1562
"1624580081","2016-04-24 00:00:00",6076,1617
"1624580081","2016-04-25 00:00:00",6497,1492
"1624580081","2016-04-26 00:00:00",2826,1402
"1624580081","2016-04-27 00:00:00",8367,1670
"1624580081","2016-04-28 00:00:00",2759,1401
"1624580081","2016-04-29 00:00:00",2390,1404
"1624580081","2016-04-30 00:00:00",6474,1655
"1624580081","2016-05-01 00:00:00",36019,2690
"1624580081","2016-05-02 00:00:00",7155,1497
"1624580081","2016-05-03 00:00:00",2100,1334
"1624580081","2016-05-04 00:00:00",2193,1368
"1624580081","2016-05-05 00:00:00",2470,1370
"1624580081","2016-05-06 00:00:00",1727,1341
"1624580081","2016-05-07 00:00:00",2104,1474
"1624580081","2016-05-08 00:00:00",3427,1427
"1624580081","2016-05-09 00:00:00",1732,1328
"1624580081","2016-05-10 00:00:00",2969,1393
"1624580081","2016-05-11 00:00:00",3134,1359
"1624580081","2016-05-12 00:00:00",2971,1002
"1644430081","2016-04-12 00:00:00",10694,3199
"1644430081","2016-04-13 00:00:00",8001,2902
"1644430081","2016-04-14 00:00:00",11037,3226
"1644430081","2016-04-15 00:00:00",5263,2750
"1644430081","2016-04-16 00:00:00",15300,3493
"1644430081","2016-04-17 00:00:00",8757,3011
"1644430081","2016-04-18 00:00:00",7132,2806
"1644430081","2016-04-19 00:00:00",11256,3300
"1644430081","2016-04-20 00:00:00",2436,2430
"1644430081","2016-04-21 00:00:00",1223,2140
"1644430081","2016-04-22 00:00:00",3673,2344
"1644430081","2016-04-23 00:00:00",6637,2677
"1644430081","2016-04-24 00:00:00",3321,2413
"1644430081","2016-04-25 00:00:00",3580,2497
"1644430081","2016-04-26 00:00:00",9919,3123
"1644430081","2016-04-27 00:00:00",3032,2489
"1644430081","2016-04-28 00:00:00",9405,3108
"1644430081","2016-04-29 00:00:00",3176,2498
"1644430081","2016-04-30 00:00:00",18213,3846
"1644430081","2016-05-01 00:00:00",6132,2696
"1644430081","2016-05-02 00:00:00",3758,2580
"1644430081","2016-05-03 00:00:00",12850,3324
"1644430081","2016-05-04 00:00:00",2309,2222
"1644430081","2016-05-05 00:00:00",4363,2463
"1644430081","2016-05-06 00:00:00",9787,3328
"1644430081","2016-05-07 00:00:00",13372,3404
"1644430081","2016-05-08 00:00:00",6724,2987
"1644430081","2016-05-09 00:00:00",6643,3008
"1644430081","2016-05-10 00:00:00",9167,2799
"1644430081","2016-05-11 00:00:00",1329,1276
"1844505072","2016-04-12 00:00:00",6697,2030
"1844505072","2016-04-13 00:00:00",4929,1860
"1844505072","2016-04-14 00:00:00",7937,2130
"1844505072","2016-04-15 00:00:00",3844,1725
"1844505072","2016-04-16 00:00:00",3414,1657
"1844505072","2016-04-17 00:00:00",4525,1793
"1844505072","2016-04-18 00:00:00",4597,1814
"1844505072","2016-04-19 00:00:00",197,1366
"1844505072","2016-04-20 00:00:00",8,1349
"1844505072","2016-04-21 00:00:00",8054,2062
"1844505072","2016-04-22 00:00:00",5372,1827
"1844505072","2016-04-23 00:00:00",3570,1645
"1844505072","2016-04-24 00:00:00",0,1347
"1844505072","2016-04-25 00:00:00",0,1347
"1844505072","2016-04-26 00:00:00",0,1347
"1844505072","2016-04-27 00:00:00",4,1348
"1844505072","2016-04-28 00:00:00",6907,1992
"1844505072","2016-04-29 00:00:00",4920,1856
"1844505072","2016-04-30 00:00:00",4014,1763
"1844505072","2016-05-01 00:00:00",2573,1541
"1844505072","2016-05-02 00:00:00",0,1348
"1844505072","2016-05-03 00:00:00",4059,1742
"1844505072","2016-05-04 00:00:00",2080,1549
"1844505072","2016-05-05 00:00:00",2237,1589
"1844505072","2016-05-06 00:00:00",44,1351
"1844505072","2016-05-07 00:00:00",0,1347
"1844505072","2016-05-08 00:00:00",0,1347
"1844505072","2016-05-09 00:00:00",0,1347
"1844505072","2016-05-10 00:00:00",0,1347
"1844505072","2016-05-11 00:00:00",0,1347
"1844505072","2016-05-12 00:00:00",0,665
"1927972279","2016-04-12 00:00:00",678,2220
"1927972279","2016-04-13 00:00:00",356,2151
"1927972279","2016-04-14 00:00:00",2163,2383
"1927972279","2016-04-15 00:00:00",980,2221
"1927972279","2016-04-16 00:00:00",0,2064
"1927972279","2016-04-17 00:00:00",0,2063
"1927972279","2016-04-18 00:00:00",244,2111
"1927972279","2016-04-19 00:00:00",0,2063
"1927972279","2016-04-20 00:00:00",0,2063
"1927972279","2016-04-21 00:00:00",0,2064
"1927972279","2016-04-22 00:00:00",149,2093
"1927972279","2016-04-23 00:00:00",2945,2499
"1927972279","2016-04-24 00:00:00",2090,2324
"1927972279","2016-04-25 00:00:00",152,2100
"1927972279","2016-04-26 00:00:00",3761,2638
"1927972279","2016-04-27 00:00:00",0,2063
"1927972279","2016-04-28 00:00:00",1675,2351
"1927972279","2016-04-29 00:00:00",0,2063
"1927972279","2016-04-30 00:00:00",0,2064
"1927972279","2016-05-01 00:00:00",2704,2411
"1927972279","2016-05-02 00:00:00",3790,2505
"1927972279","2016-05-03 00:00:00",1326,2195
"1927972279","2016-05-04 00:00:00",1786,2338
"1927972279","2016-05-05 00:00:00",0,2063
"1927972279","2016-05-06 00:00:00",2091,2383
"1927972279","2016-05-07 00:00:00",1510,2229
"1927972279","2016-05-08 00:00:00",0,2063
"1927972279","2016-05-09 00:00:00",0,2063
"1927972279","2016-05-10 00:00:00",0,2063
"1927972279","2016-05-11 00:00:00",0,2063
"1927972279","2016-05-12 00:00:00",0,1383
"2022484408","2016-04-12 00:00:00",11875,2390
"2022484408","2016-04-13 00:00:00",12024,2601
"2022484408","2016-04-14 00:00:00",10690,2312
"2022484408","2016-04-15 00:00:00",11034,2525
"2022484408","2016-04-16 00:00:00",10100,2177
"2022484408","2016-04-17 00:00:00",15112,2782
"2022484408","2016-04-18 00:00:00",14131,2770
"2022484408","2016-04-19 00:00:00",11548,2489
"2022484408","2016-04-20 00:00:00",15112,2897
"2022484408","2016-04-21 00:00:00",12453,3158
"2022484408","2016-04-22 00:00:00",12954,2638
"2022484408","2016-04-23 00:00:00",6001,2069
"2022484408","2016-04-24 00:00:00",13481,2529
"2022484408","2016-04-25 00:00:00",11369,2470
"2022484408","2016-04-26 00:00:00",10119,2793
"2022484408","2016-04-27 00:00:00",10159,2463
"2022484408","2016-04-28 00:00:00",10140,2296
"2022484408","2016-04-29 00:00:00",10245,2611
"2022484408","2016-04-30 00:00:00",18387,2732
"2022484408","2016-05-01 00:00:00",10538,2380
"2022484408","2016-05-02 00:00:00",10379,2473
"2022484408","2016-05-03 00:00:00",12183,2752
"2022484408","2016-05-04 00:00:00",11768,2649
"2022484408","2016-05-05 00:00:00",11895,2609
"2022484408","2016-05-06 00:00:00",10227,2498
"2022484408","2016-05-07 00:00:00",6708,1995
"2022484408","2016-05-08 00:00:00",3292,1848
"2022484408","2016-05-09 00:00:00",13379,2709
"2022484408","2016-05-10 00:00:00",12798,2797
"2022484408","2016-05-11 00:00:00",13272,2544
"2022484408","2016-05-12 00:00:00",9117,1853
"2026352035","2016-04-12 00:00:00",4414,1459
"2026352035","2016-04-13 00:00:00",4993,1521
"2026352035","2016-04-14 00:00:00",3335,1431
"2026352035","2016-04-15 00:00:00",3821,1444
"2026352035","2016-04-16 00:00:00",2547,1373
"2026352035","2016-04-17 00:00:00",838,1214
"2026352035","2016-04-18 00:00:00",3325,1419
"2026352035","2016-04-19 00:00:00",2424,1356
"2026352035","2016-04-20 00:00:00",7222,1667
"2026352035","2016-04-21 00:00:00",2467,1370
"2026352035","2016-04-22 00:00:00",2915,1399
"2026352035","2016-04-23 00:00:00",12357,1916
"2026352035","2016-04-24 00:00:00",3490,1401
"2026352035","2016-04-25 00:00:00",6017,1576
"2026352035","2016-04-26 00:00:00",5933,1595
"2026352035","2016-04-27 00:00:00",6088,1593
"2026352035","2016-04-28 00:00:00",6375,1649
"2026352035","2016-04-29 00:00:00",7604,1692
"2026352035","2016-04-30 00:00:00",4729,1506
"2026352035","2016-05-01 00:00:00",3609,1447
"2026352035","2016-05-02 00:00:00",7018,1690
"2026352035","2016-05-03 00:00:00",5992,1604
"2026352035","2016-05-04 00:00:00",6564,1658
"2026352035","2016-05-05 00:00:00",12167,1926
"2026352035","2016-05-06 00:00:00",8198,1736
"2026352035","2016-05-07 00:00:00",4193,1491
"2026352035","2016-05-08 00:00:00",5528,1555
"2026352035","2016-05-09 00:00:00",10685,1869
"2026352035","2016-05-10 00:00:00",254,1141
"2026352035","2016-05-11 00:00:00",8580,1698
"2026352035","2016-05-12 00:00:00",8891,1364
"2320127002","2016-04-12 00:00:00",10725,2124
"2320127002","2016-04-13 00:00:00",7275,2003
"2320127002","2016-04-14 00:00:00",3973,1696
"2320127002","2016-04-15 00:00:00",5205,1801
"2320127002","2016-04-16 00:00:00",5057,1724
"2320127002","2016-04-17 00:00:00",6198,1852
"2320127002","2016-04-18 00:00:00",6559,1905
"2320127002","2016-04-19 00:00:00",5997,1811
"2320127002","2016-04-20 00:00:00",7192,1922
"2320127002","2016-04-21 00:00:00",3404,1610
"2320127002","2016-04-22 00:00:00",5583,1851
"2320127002","2016-04-23 00:00:00",5079,1804
"2320127002","2016-04-24 00:00:00",4165,1725
"2320127002","2016-04-25 00:00:00",3588,1654
"2320127002","2016-04-26 00:00:00",3409,1632
"2320127002","2016-04-27 00:00:00",1715,1481
"2320127002","2016-04-28 00:00:00",1532,1473
"2320127002","2016-04-29 00:00:00",924,1410
"2320127002","2016-04-30 00:00:00",4571,1779
"2320127002","2016-05-01 00:00:00",772,1403
"2320127002","2016-05-02 00:00:00",3634,1613
"2320127002","2016-05-03 00:00:00",7443,1878
"2320127002","2016-05-04 00:00:00",1201,1426
"2320127002","2016-05-05 00:00:00",5202,1780
"2320127002","2016-05-06 00:00:00",4878,1742
"2320127002","2016-05-07 00:00:00",7379,1972
"2320127002","2016-05-08 00:00:00",5161,1821
"2320127002","2016-05-09 00:00:00",3090,1630
"2320127002","2016-05-10 00:00:00",6227,1899
"2320127002","2016-05-11 00:00:00",6424,1903
"2320127002","2016-05-12 00:00:00",2661,1125
"2347167796","2016-04-12 00:00:00",10113,2344
"2347167796","2016-04-13 00:00:00",10352,2038
"2347167796","2016-04-14 00:00:00",10129,2010
"2347167796","2016-04-15 00:00:00",10465,2133
"2347167796","2016-04-16 00:00:00",22244,2670
"2347167796","2016-04-17 00:00:00",5472,1882
"2347167796","2016-04-18 00:00:00",8247,1944
"2347167796","2016-04-19 00:00:00",6711,2346
"2347167796","2016-04-20 00:00:00",10999,2198
"2347167796","2016-04-21 00:00:00",10080,2048
"2347167796","2016-04-22 00:00:00",7804,1946
"2347167796","2016-04-23 00:00:00",16901,2629
"2347167796","2016-04-24 00:00:00",9471,2187
"2347167796","2016-04-25 00:00:00",9482,2095
"2347167796","2016-04-26 00:00:00",5980,1861
"2347167796","2016-04-27 00:00:00",11423,2194
"2347167796","2016-04-28 00:00:00",5439,1854
"2347167796","2016-04-29 00:00:00",42,403
"2873212765","2016-04-12 00:00:00",8796,1982
"2873212765","2016-04-13 00:00:00",7618,2004
"2873212765","2016-04-14 00:00:00",7910,1893
"2873212765","2016-04-15 00:00:00",8482,2063
"2873212765","2016-04-16 00:00:00",9685,2148
"2873212765","2016-04-17 00:00:00",2524,1529
"2873212765","2016-04-18 00:00:00",7762,1890
"2873212765","2016-04-19 00:00:00",7948,1956
"2873212765","2016-04-20 00:00:00",9202,2094
"2873212765","2016-04-21 00:00:00",8859,1970
"2873212765","2016-04-22 00:00:00",7286,2241
"2873212765","2016-04-23 00:00:00",9317,2021
"2873212765","2016-04-24 00:00:00",6873,1898
"2873212765","2016-04-25 00:00:00",7373,1907
"2873212765","2016-04-26 00:00:00",8242,1882
"2873212765","2016-04-27 00:00:00",3516,1966
"2873212765","2016-04-28 00:00:00",7913,1835
"2873212765","2016-04-29 00:00:00",7365,1780
"2873212765","2016-04-30 00:00:00",8452,1830
"2873212765","2016-05-01 00:00:00",7399,1739
"2873212765","2016-05-02 00:00:00",7525,1878
"2873212765","2016-05-03 00:00:00",7412,1906
"2873212765","2016-05-04 00:00:00",8278,2015
"2873212765","2016-05-05 00:00:00",8314,1971
"2873212765","2016-05-06 00:00:00",7063,1910
"2873212765","2016-05-07 00:00:00",4940,1897
"2873212765","2016-05-08 00:00:00",8168,2096
"2873212765","2016-05-09 00:00:00",7726,1906
"2873212765","2016-05-10 00:00:00",8275,1962
"2873212765","2016-05-11 00:00:00",6440,1826
"2873212765","2016-05-12 00:00:00",7566,1431
"3372868164","2016-04-12 00:00:00",4747,1788
"3372868164","2016-04-13 00:00:00",9715,2093
"3372868164","2016-04-14 00:00:00",8844,2065
"3372868164","2016-04-15 00:00:00",7451,1908
"3372868164","2016-04-16 00:00:00",6905,1908
"3372868164","2016-04-17 00:00:00",8199,1964
"3372868164","2016-04-18 00:00:00",6798,2014
"3372868164","2016-04-19 00:00:00",7711,1985
"3372868164","2016-04-20 00:00:00",4880,1867
"3372868164","2016-04-21 00:00:00",8857,2124
"3372868164","2016-04-22 00:00:00",3843,1669
"3372868164","2016-04-23 00:00:00",7396,1995
"3372868164","2016-04-24 00:00:00",6731,1921
"3372868164","2016-04-25 00:00:00",5995,2010
"3372868164","2016-04-26 00:00:00",8283,2057
"3372868164","2016-04-27 00:00:00",7904,2095
"3372868164","2016-04-28 00:00:00",5512,1972
"3372868164","2016-04-29 00:00:00",9135,2044
"3372868164","2016-04-30 00:00:00",5250,1946
"3372868164","2016-05-01 00:00:00",3077,1237
"3977333714","2016-04-12 00:00:00",8856,1450
"3977333714","2016-04-13 00:00:00",10035,1495
"3977333714","2016-04-14 00:00:00",7641,1433
"3977333714","2016-04-15 00:00:00",9010,1468
"3977333714","2016-04-16 00:00:00",13459,1625
"3977333714","2016-04-17 00:00:00",10415,1529
"3977333714","2016-04-18 00:00:00",11663,1584
"3977333714","2016-04-19 00:00:00",12414,1638
"3977333714","2016-04-20 00:00:00",11658,1554
"3977333714","2016-04-21 00:00:00",6093,1397
"3977333714","2016-04-22 00:00:00",8911,1481
"3977333714","2016-04-23 00:00:00",12058,1638
"3977333714","2016-04-24 00:00:00",14112,1655
"3977333714","2016-04-25 00:00:00",11177,1570
"3977333714","2016-04-26 00:00:00",11388,1551
"3977333714","2016-04-27 00:00:00",7193,1377
"3977333714","2016-04-28 00:00:00",7114,1407
"3977333714","2016-04-29 00:00:00",10645,1545
"3977333714","2016-04-30 00:00:00",13238,1650
"3977333714","2016-05-01 00:00:00",10414,1501
"3977333714","2016-05-02 00:00:00",16520,1760
"3977333714","2016-05-03 00:00:00",14335,1710
"3977333714","2016-05-04 00:00:00",13559,1628
"3977333714","2016-05-05 00:00:00",12312,1618
"3977333714","2016-05-06 00:00:00",11677,1590
"3977333714","2016-05-07 00:00:00",11550,1574
"3977333714","2016-05-08 00:00:00",13585,1633
"3977333714","2016-05-09 00:00:00",14687,1667
"3977333714","2016-05-10 00:00:00",13072,1630
"3977333714","2016-05-11 00:00:00",746,52
"4020332650","2016-04-12 00:00:00",8539,3654
"4020332650","2016-04-13 00:00:00",0,1981
"4020332650","2016-04-14 00:00:00",108,2011
"4020332650","2016-04-15 00:00:00",1882,2951
"4020332650","2016-04-16 00:00:00",1982,3051
"4020332650","2016-04-17 00:00:00",16,1990
"4020332650","2016-04-18 00:00:00",62,1995
"4020332650","2016-04-19 00:00:00",0,1980
"4020332650","2016-04-20 00:00:00",0,1980
"4020332650","2016-04-21 00:00:00",0,1980
"4020332650","2016-04-22 00:00:00",0,1980
"4020332650","2016-04-23 00:00:00",0,1980
"4020332650","2016-04-24 00:00:00",0,1980
"4020332650","2016-04-25 00:00:00",0,1980
"4020332650","2016-04-26 00:00:00",0,1980
"4020332650","2016-04-27 00:00:00",0,1980
"4020332650","2016-04-28 00:00:00",0,1980
"4020332650","2016-04-29 00:00:00",0,1980
"4020332650","2016-04-30 00:00:00",0,1980
"4020332650","2016-05-01 00:00:00",0,1980
"4020332650","2016-05-02 00:00:00",475,2207
"4020332650","2016-05-03 00:00:00",4496,2828
"4020332650","2016-05-04 00:00:00",10252,3879
"4020332650","2016-05-05 00:00:00",11728,3429
"4020332650","2016-05-06 00:00:00",4369,2704
"4020332650","2016-05-07 00:00:00",6132,2975
"4020332650","2016-05-08 00:00:00",5862,3089
"4020332650","2016-05-09 00:00:00",4556,2785
"4020332650","2016-05-10 00:00:00",5546,2926
"4020332650","2016-05-11 00:00:00",3689,2645
"4020332650","2016-05-12 00:00:00",590,1120
"4057192912","2016-04-12 00:00:00",5394,2286
"4057192912","2016-04-13 00:00:00",5974,2306
"4057192912","2016-04-14 00:00:00",0,1776
"4057192912","2016-04-15 00:00:00",3984,1527
"4319703577","2016-04-12 00:00:00",7753,2115
"4319703577","2016-04-13 00:00:00",8204,2135
"4319703577","2016-04-14 00:00:00",10210,2302
"4319703577","2016-04-15 00:00:00",5664,1985
"4319703577","2016-04-16 00:00:00",4744,1884
"4319703577","2016-04-17 00:00:00",29,1464
"4319703577","2016-04-18 00:00:00",2276,1632
"4319703577","2016-04-19 00:00:00",8925,2200
"4319703577","2016-04-20 00:00:00",8954,2220
"4319703577","2016-04-21 00:00:00",3702,1792
"4319703577","2016-04-22 00:00:00",4500,1886
"4319703577","2016-04-23 00:00:00",4935,1945
"4319703577","2016-04-24 00:00:00",4081,1880
"4319703577","2016-04-25 00:00:00",9259,2314
"4319703577","2016-04-26 00:00:00",9899,2236
"4319703577","2016-04-27 00:00:00",10780,2324
"4319703577","2016-04-28 00:00:00",10817,2367
"4319703577","2016-04-29 00:00:00",7990,2175
"4319703577","2016-04-30 00:00:00",8221,2092
"4319703577","2016-05-01 00:00:00",1251,1593
"4319703577","2016-05-02 00:00:00",9261,2270
"4319703577","2016-05-03 00:00:00",9648,2235
"4319703577","2016-05-04 00:00:00",10429,2282
"4319703577","2016-05-05 00:00:00",13658,2530
"4319703577","2016-05-06 00:00:00",9524,2266
"4319703577","2016-05-07 00:00:00",7937,2158
"4319703577","2016-05-08 00:00:00",3672,1792
"4319703577","2016-05-09 00:00:00",10378,2345
"4319703577","2016-05-10 00:00:00",9487,2260
"4319703577","2016-05-11 00:00:00",9129,2232
"4319703577","2016-05-12 00:00:00",17,257
"4388161847","2016-04-12 00:00:00",10122,2955
"4388161847","2016-04-13 00:00:00",10993,3092
"4388161847","2016-04-14 00:00:00",8863,2998
"4388161847","2016-04-15 00:00:00",8758,3066
"4388161847","2016-04-16 00:00:00",6580,3073
"4388161847","2016-04-17 00:00:00",4660,2572
"4388161847","2016-04-18 00:00:00",11009,3274
"4388161847","2016-04-19 00:00:00",10181,3015
"4388161847","2016-04-20 00:00:00",10553,3083
"4388161847","2016-04-21 00:00:00",10055,3069
"4388161847","2016-04-22 00:00:00",12139,3544
"4388161847","2016-04-23 00:00:00",13236,3306
"4388161847","2016-04-24 00:00:00",10243,2885
"4388161847","2016-04-25 00:00:00",12961,3288
"4388161847","2016-04-26 00:00:00",9461,2929
"4388161847","2016-04-27 00:00:00",11193,3074
"4388161847","2016-04-28 00:00:00",10074,2969
"4388161847","2016-04-29 00:00:00",9232,2979
"4388161847","2016-04-30 00:00:00",12533,3283
"4388161847","2016-05-01 00:00:00",10255,2926
"4388161847","2016-05-02 00:00:00",10096,3147
"4388161847","2016-05-03 00:00:00",12727,3290
"4388161847","2016-05-04 00:00:00",12375,3162
"4388161847","2016-05-05 00:00:00",9603,2899
"4388161847","2016-05-06 00:00:00",13175,3425
"4388161847","2016-05-07 00:00:00",22770,4022
"4388161847","2016-05-08 00:00:00",17298,3934
"4388161847","2016-05-09 00:00:00",10218,3013
"4388161847","2016-05-10 00:00:00",10299,3061
"4388161847","2016-05-11 00:00:00",10201,2954
"4388161847","2016-05-12 00:00:00",3369,1623
"4445114986","2016-04-12 00:00:00",3276,2113
"4445114986","2016-04-13 00:00:00",2961,2095
"4445114986","2016-04-14 00:00:00",3974,2194
"4445114986","2016-04-15 00:00:00",7198,2496
"4445114986","2016-04-16 00:00:00",3945,2180
"4445114986","2016-04-17 00:00:00",2268,1933
"4445114986","2016-04-18 00:00:00",6155,2248
"4445114986","2016-04-19 00:00:00",2064,1954
"4445114986","2016-04-20 00:00:00",2072,1974
"4445114986","2016-04-21 00:00:00",3809,2150
"4445114986","2016-04-22 00:00:00",6831,2432
"4445114986","2016-04-23 00:00:00",4363,2149
"4445114986","2016-04-24 00:00:00",5002,2247
"4445114986","2016-04-25 00:00:00",3385,2070
"4445114986","2016-04-26 00:00:00",6326,2291
"4445114986","2016-04-27 00:00:00",7243,2361
"4445114986","2016-04-28 00:00:00",4493,2203
"4445114986","2016-04-29 00:00:00",4676,2196
"4445114986","2016-04-30 00:00:00",6222,2363
"4445114986","2016-05-01 00:00:00",5232,2246
"4445114986","2016-05-02 00:00:00",6910,2336
"4445114986","2016-05-03 00:00:00",7502,2421
"4445114986","2016-05-04 00:00:00",2923,2070
"4445114986","2016-05-05 00:00:00",3800,2120
"4445114986","2016-05-06 00:00:00",4514,2211
"4445114986","2016-05-07 00:00:00",5183,2123
"4445114986","2016-05-08 00:00:00",7303,2423
